Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04012248199156664,0.04477944039884317,0.03558474601052614,0.03761517256498337,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04060027786934744,0.04203276430179699,0.03761516699836887,0.04155588150024414,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04203277010219663,0.04286915143991904,0.0377343911977887,0.03833141550421715,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03845062898763233,0.039406232613082674,0.0363009837537227,0.038212187588214874,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.038212181236223434,0.0384506225960049,0.03785360189101771,0.03809204325079918,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03809204517657138,0.038212183168069305,0.03630097955465317,0.03630097955465317,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03630098748258945,0.037256587789791316,0.03630098748258945,0.037018146365880966,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03630099171140085,0.03725659212992348,0.03307743533496161,0.034152258187532425,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367444847811588,0.0353462917093275,0.033435088092006876,0.03486848995089531,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03534629545847233,0.03773438549014966,0.0348684936493602,0.03677878528833389,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737580425950953,0.038212185429803994,0.03642111970187469,0.037853606045246124,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038092045575882506,0.03821218356863981,0.03654033690690994,0.03654033690690994,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725657958855363,0.037495024376384335,0.034629132850401416,0.03510693460702896,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510692947321885,0.036062529430325084,0.03415224169694537,0.034749265760183334,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.0348684971745822,0.0391668758633929,0.0348684971745822,0.037734389305114746,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038212198409076706,0.040122487187039285,0.038212198409076706,0.0398840457201004,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04060027351397499,0.04227212018175003,0.0360625352748423,0.04012247174978256,211008000,0.0,0.0
